NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_04_23_a251_seg3_s4;16;;x;x;;;;;;;;;;;;;;;inanim;;x;;STM_coordination, collocation;vermögen;
NZZ_1993_04_23_a38_seg2_s2;2;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_04_23_a82_seg3_s5;24;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_04_24_a113_seg12_s2;2;;x;;x;;;;;;;;;;;;;;ambiguous;;;;;final;
NZZ_1993_04_24_a113_seg17_s6;3;;x;;x;;;;;;;;;;;;;;inanim;;;;STM_coordination;;
NZZ_1993_04_24_a136_seg2_s94;28;;x;;x;;;;;;;;;;;;;;inanim;;;;;für-PP;
NZZ_1993_04_24_a138_seg10_s1;45;;x;;x;;;;;;;;;;;;;;;;;;;causative lassen;
NZZ_1993_04_24_a138_seg12_s2;18;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_04_24_a171_seg4_s17;12;;x;;;;;x;;;;;;;;;;;;;;;;;
NZZ_1993_04_24_a67_seg9_s7;4;;;x;;;;;;;;;;;;;;;ambiguous;;;;psych_ambiguous;psych?;
NZZ_1993_04_24_a89_seg3_s7;37;;x;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;;
NZZ_1993_04_26_a112_seg8_s10;44;;x;x;;;;;;;;;;;;;;;anim;;x;;;final;
NZZ_1993_04_26_a133_seg5_s8;4;;;;x;;;;;;;;;;;;;;ambiguous;;;;psych_ambiguous;psych?;
NZZ_1993_04_26_a134_seg8_s1;18;;x;x;;;;;;;;;;;;;;;inanim;;;;collocation;;
NZZ_1993_04_27_a150_seg10_s5;11;;x;;x;;;;;;;;;;;;;;propositional;;;;non-phoric_es;;
NZZ_1993_04_27_a17_seg6_s13;2;;x;;x;;;;;;;;;;;;;;inanim;;;;;für-PP;
NZZ_1993_04_28_a44_seg4_s12;8;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_04_28_a56_seg8_s6;12;;x;x;;;;;;;;;;;;;;;anim;mit;;;psych_ambiguous;;
NZZ_1993_04_28_a63_seg8_s15;4;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_04_29_a193_seg4_s2;9;;x;;x;;;;;;;;;;;;;;inanim;;;;resultative_object;;
