NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1998_12_03_a131_seg3_s33;10;;x;;;;;;x;;;;;;;;;;;durch;;;ambiguous;non-psych;
NZZ_1998_12_04_a149_seg3_s2;3;;;x;;;;;;;;;;;;;;;anim;;;;metaphoric_EXP;;
NZZ_1998_12_05_a22_seg9_s18;29;;;x;;;;;;;;;;;;;;;anim;;;;;Geist metaphoric? Agentive;
NZZ_1998_02_16_a141_seg10_s7;10;;x;;;;;;x;;;;;;;;;;;über;;;;non-psych;
NZZ_1998_01_05_a92_seg3_s13;34;;;;;;;;x;;;;;;;;;;;mit;;;ambiguous;non-psych;
NZZ_1998_01_09_a183_seg2_s7;7;;;;;;;;x;;;;;;;;;;;;;;;non-psych;
NZZ_1998_01_10_a213_seg9_s13;17;;;x;;;;;;;;;;;;;;;inanim;;;;STM_psych_noun;;
NZZ_1998_01_17_a209_seg8_s9;53;;x;;;;;;x;;;;;;;;;;;über;;;;non-psych;
NZZ_1998_07_24_a3_seg9_s3;22;;;;;;x;;;;;;;;;;;;;;;;;;
NZZ_1998_05_05_a196_seg3_s3;4;;x;;;;;;x;;;;;;;;;;;durch;;;;non-psych;
NZZ_1998_05_15_a39_seg8_s16;49;;;x;;;;;;;;;;;;;;;anim;;;;collocation, result_PP;resultativ?;zu Tode
NZZ_1998_03_11_a51_seg17_s8;6;;;;;;x;;;;;;;;;;;;;;;;;;
NZZ_1998_03_18_a158_seg11_s2;2;;;x;;;;;;;;;;;;;;;inanim;;;;STM_psych_noun;;
NZZ_1998_03_19_a149_seg3_s20;25;;;x;;;;;;;;;;;;;;;anim;;x;;;;
NZZ_1998_11_09_a100_seg5_s3;27;;;x;;;;;;;;;;;;;;;inanim;;;;STM_coordination, EXP-related_object, EXP_coordination;;
NZZ_1998_11_11_a219_seg3_s1;26;;;;;;;;x;;;;;;;;;;;mit;;;;;different reading of mit?
NZZ_1998_11_13_a146_seg5_s19;11;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1998_11_14_a226_seg8_s6;25;;;x;;;;;;;;;;;;;;;anim;;x;;;;
NZZ_1998_11_14_a227_seg10_s15;3;;;x;;;;;;;;;;;;;;;inanim;;;;PA+A;;
NZZ_1998_11_24_a115_seg4_s10;38;;;x;;;;;;;;;;;;;;;anim;;;;reciprocal;reziprok;
NZZ_1998_11_27_a232_seg8_s12;15;;;x;;;;;;;;;;;;;;;inanim;;;;PCN-C;;
NZZ_1998_11_28_a52_seg11_s2;38;;;;;;x;;;;;;;;;;;;;von;;;;;
NZZ_1998_11_28_a52_seg11_s2;47;;;;;;x;;;;;;;;;;;;;von;;;result_PP, collocation;;zu Tode
NZZ_1998_10_09_a211_seg6_s1;15;;;x;;;;;;;;;;;;;;;inanim;;;;STM_psych_noun;;
NZZ_1998_10_23_a76_seg4_s2;26;;;;;;;;;;x;;;;;;;;;;;;;;
NZZ_1998_10_26_a155_seg8_s6;4;;;;;;;;x;;;;;;;;;;;;;;;;
NZZ_1998_09_02_a17_seg2_s3;11;;;x;;;;;;;;;;;;;;;anim;;x;;;;possibly anim_proxy
NZZ_1998_09_03_a128_seg3_s14;8;;;x;;;;;;;;;;;;;;;ambiguous;;;;;;
NZZ_1998_09_03_a128_seg3_s15;60;;;;;;;;x;;;;;;;;;;;mit;;;;;different reading of mit?
NZZ_1998_08_31_a22_seg3_s5;19;;;;;;x;;;;;;;;;;;;;;;;;;
NZZ_1999_04_07_a128_seg3_s10;18;;;x;;;;;;;;;;;;;;;anim;mit;;;ambiguous;transitive refl possible;different reading of mit?
NZZ_1999_04_08_a164_seg3_s16;35;;;;;;x;;;;;;;;;;;;;mit;;;;;instrumental?
NZZ_1999_04_19_a141_seg13_s2;23;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1999_04_24_a188_seg21_s4;13;;;;;;x;;;;;;;;;;;;;;;;;;
NZZ_1999_08_02_a30_seg3_s25;28;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1999_08_03_a124_seg3_s2;19;;;;;;;;x;;;;;;;;;;;;;;;;different reading of mit?
NZZ_1999_08_07_a226_seg5_s49;7;;;x;;;;;;;;;;;;;;;ambiguous;;;;;;generic EXP
NZZ_1999_08_14_a231_seg2_s2;2;;;;;;;;x;;;;;;;;;;;mit;;;;;different reading of mit?
NZZ_1999_08_19_a143_seg5_s1;4;;;x;;;;;;;;;;;;;;;anim;mit;;;ambiguous;transitive refl possible;different reading of mit?
NZZ_1999_08_19_a150_seg3_s10;24;;;;;;;;;;x;;;;;;;;;;;;;;
NZZ_1999_08_20_a144_seg5_s6;15;;;;;;x;;;;;;;;;;;;;von;;;metaphoric_EXP, ambiguous;;
NZZ_1999_07_31_a215_seg15_s21;22;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1999_12_23_a203_seg2_s20;17;;x;;;;;;x;;;;;;;;;;;durch;;;;non-psych;
NZZ_1999_02_05_a170_seg3_s1;5;;;;;;x;;;;;;;;;;;;;;;;;;
NZZ_1999_02_06_a63_seg7_s4;36;;;;;;x;;;;;;;;;;;;;von;x;;;;durch-PP instrumental
NZZ_1999_02_26_a164_seg3_s26;2;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1999_01_19_a22_seg12_s7;22;;x;;;;;;x;;;;;;;;;;;durch;;;ambiguous;non-psych;
NZZ_1999_07_07_a85_seg7_s12;13;;;;;;x;;;;;;;;;;;;;von;;;ambiguous;;inanim von-PP, possibly EXP_anim_proxy
NZZ_1999_07_13_a193_seg3_s27;11;;;x;;;;;;;;;;;;;;;inanim;;;;STM_psych_noun;;
NZZ_1999_06_05_a54_seg8_s7;7;;;x;;;;;;;;;;;;;;;inanim;;;;fragment, STM_psych_noun;;
NZZ_1999_03_02_a175_seg5_s2;19;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1999_03_02_a175_seg5_s17;24;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1999_03_17_a70_seg5_s2;62;;;;;;;;x;;;;;;;;;;;mit;;;;;different reading of mit?
NZZ_1999_03_27_a267_seg4_s2;5;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1999_11_06_a41_seg7_s42;7;;;x;;;;;;;;;;;;;;;inanim;;;;PCN-C;;
NZZ_1999_11_13_a214_seg11_s14;30;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1999_10_01_a8_seg8_s2;32;;x;;;;;;x;;;;;;;;;;;durch;;;;non-psych;
NZZ_1999_10_01_a154_seg2_s7;33;;x;;;;;;x;;;;;;;;;;;durch;;;;non-psych;
NZZ_1999_10_12_a12_seg6_s5;6;;;x;;;;;;;;;;;;;;;inanim;;;;EXP_anim_proxy;;Spitze
NZZ_1999_10_12_a167_seg3_s15;23;;;x;;;;;;;;;;;;;;;anim;mit;;;result_PP, collocation;;zu Tode
NZZ_1999_10_12_a224_seg7_s10;27;;x;;;;;;x;;;;;;;;;;;durch;;;ambiguous;non-psych;
NZZ_1999_10_23_a65_seg3_s3;10;;x;;;;;;x;;;;;;;;;;;über;;;;non-psych;
NZZ_1999_09_30_a200_seg3_s10;16;;x;;;;;;x;;;;;;;;;;;über;;;;non-psych;
NZZ_1999_09_14_a128_seg3_s14;18;;;x;;;;;;;;;;;;;;;anim;;;;ambiguous;transitive refl possible;
NZZ_1999_09_14_a205_seg2_s6;3;;x;;;;;;x;;;;;;;;;;;durch;;;;;
