NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_04_08_a130_seg2_s7;23;;;;x;;;;;;;;;;;;;;inanim;in;x;;;;inani control, vermögen
NZZ_1993_04_10_a202_seg11_s5;5;;;x;;;;;;;;;;;;;;;inanim;;;;metonymic_EXP;;
NZZ_1993_04_10_a4_seg8_s5;22;;;;;;;x;;;;;;;;;;;;von;;;EXP_anim_proxy;;
NZZ_1993_04_10_a57_seg2_s11;6;;;;x;;;;;;;;;;;;;;anim;durch;;;;;inanim durch-PP
NZZ_1993_04_10_a90_seg16_s6;2;;;x;;;;;;;;;;;;;;;clash of coordinations;;;;non-phoric_es;;
NZZ_1993_04_10_a91_seg11_s8;26;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_04_17_a88_seg3_s5;46;;;;x;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_04_20_a81_seg5_s15;31;;;x;;;;;;;;;;;;;;;anim;;x;;;instrumental;
NZZ_1993_04_21_a79_seg1_s3;10;;;;;;;;;x;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_04_22_a9_seg5_s8;13;;;x;;;;;;;;;;;;;;;inanim;;;;metonymic_EXP;;
NZZ_1993_04_24_a176_seg6_s1;42;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_04_24_a177_seg2_s6;23;;;x;;;;;;;;;;;;;;;inanim;;x;;;;vermögen, Merheit
NZZ_1993_04_26_a217_seg3_s10;12;;;x;;;;;;;;;;;;;;;anim;mit;;;;;
NZZ_1993_04_27_a30_seg2_s11;32;;;;;;;x;;;;;;;;;;;;durch;;;;;inanim durch-PP
NZZ_1993_04_27_a42_seg2_s5;16;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_04_30_a147_seg3_s29;16;;;;x;;;;;;;;;;;;;;anim_proxy;durch;;;;;inanim durch-PP
NZZ_1993_04_30_a261_seg4_s4;13;;;;;;;x;;;;;;;;;;;;von;;;EXP_anim_proxy;;inanim von-PP
NZZ_1993_05_03_a11_seg4_s2;17;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_05_03_a34_seg5_s14;2;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_05_03_a90_seg2_s33;10;;;x;;;;;;;;;;;;;;;inanim;;x;;;;inanim control, vermögen
NZZ_1993_05_05_a47_seg3_s9;5;;;;;x;;;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_05_05_a48_seg7_s4;32;;;x;;;;;;;;;;;;;;;anim;durch;;;EXP_anim_proxy;instrumental?;inanim durch-PP
NZZ_1993_05_06_a126_seg8_s4;12;;;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_05_08_a100_seg6_s2;8;;;x;;;;;;;;;;;;;;;anim;;;;EXP_coordination;;
NZZ_1993_05_08_a35_seg3_s10;4;;;;x;;;;;;;;;;;;;;inanim;durch;;;;;inanim durch-PP
NZZ_1993_05_12_a171_seg5_s16;9;;;x;;;;;;;;;;;;;;;inanim;;;;EXP_anim_proxy, fragment;;
NZZ_1993_05_13_a141_seg10_s5;5;;;;x;;;;;;;;;;;;;;inanim;;;;PCN-C;;
NZZ_1993_05_14_a105_seg4_s1;40;;;x;;;;;;;;;;;;;;;inanim;;x;;;;inanim control, adjunct control?, contol in adjectival context (zu Adj), Die Einschaltquote ist zu tief, um die Werbekunden zu beeindrucken != ?Die Werbekunden sind zu tief, um von der Einschaltquote beeindruckt zu werden, *Der Junge ist zu alt, um geholfen zu werden, aber: Es ist zu warm, um zu schneien (obviously, many adjectives can appear in this construction)
NZZ_1993_05_17_a11_seg8_s5;36;;;x;;;;;;;;;;;;;;;inanim;;x;;;;Aussenwelt, inanim control, adjunct control?, contol in adjectival context (zu Adj)
NZZ_1993_05_18_a168_seg1_s7;12;;;;x;;;;;;;;;;;;;;anim_proxy;durch;;;;;inanim durch-PP
NZZ_1993_05_18_a82_seg2_s21;18;;;;;;;;;;;;x;;;;;;;von;;;;;inanim von-PP
NZZ_1993_05_21_a140_seg4_s8;10;;;;x;;;;;;;;;;;;;;inanim;;;;STM_coordination;;
